0 1 400 90 (19,681) (341,439) 2 1 (16,702)
0 1 400 90 (19,681) (341,439) 5 1 (16,702)
0 1 400 90 (19,681) (341,439) 6 1 (16,702)
0 1 400 90 (19,681) (341,439) 7 1 (16,702)
0 1 400 90 (19,681) (341,439) 8 1 (16,702)
0 1 400 90 (19,681) (341,439) 10 1 (16,702)
0 1 400 90 (19,681) (341,439) 11 1 (16,702)
0 1 400 90 (19,681) (341,439) 12 1 (16,702)
0 1 400 90 (19,681) (341,439) 13 1 (16,702)
0 1 400 90 (19,681) (341,439) 15 1 (16,702)
0 1 400 90 (19,681) (341,439) 16 1 (16,702)
0 1 400 90 (19,681) (341,439) 17 1 (16,702)
0 1 400 90 (19,681) (341,439) 18 1 (16,702)
0 1 400 90 (19,681) (341,439) 19 1 (16,702)
0 1 400 90 (19,681) (341,439) 20 1 (16,702)
0 1 400 90 (19,681) (341,439) 21 1 (16,702)
0 1 400 90 (19,681) (341,439) 22 1 (16,702)
0 1 400 90 (19,681) (341,439) 23 1 (16,702)
0 1 400 90 (19,681) (341,439) 25 1 (16,702)
0 1 400 90 (19,681) (341,439) 26 1 (16,702)
0 1 400 90 (19,681) (341,439) 28 1 (16,702)
0 1 400 90 (19,681) (341,439) 29 1 (16,702)
0 1 400 90 (19,681) (341,439) 31 1 (16,702)
0 1 400 90 (19,681) (341,439) 33 1 (16,702)
0 1 400 90 (19,681) (341,439) 34 1 (16,702)
0 1 400 90 (19,681) (341,439) 35 1 (16,702)
0 1 400 90 (19,681) (341,439) 36 1 (16,702)
0 1 400 90 (19,681) (341,439) 37 1 (16,702)
0 1 400 90 (19,681) (341,439) 38 1 (16,702)
0 1 400 90 (19,681) (341,439) 39 1 (16,702)
0 1 400 90 (19,681) (341,439) 41 1 (16,702)
0 1 400 90 (19,681) (341,439) 42 1 (16,702)
0 1 400 90 (19,681) (341,439) 43 1 (16,702)
0 1 400 90 (19,681) (341,439) 44 1 (16,702)
0 1 400 90 (19,681) (341,439) 46 1 (16,702)
0 1 400 90 (19,681) (341,439) 48 1 (16,702)
0 1 400 90 (19,681) (341,439) 49 1 (16,702)
0 1 400 90 (19,681) (341,439) 51 1 (16,702)
0 1 400 90 (19,681) (341,439) 53 1 (16,702)
0 1 400 90 (19,681) (341,439) 54 1 (16,702)
0 1 400 90 (19,681) (341,439) 56 1 (16,702)
0 1 400 90 (19,681) (341,439) 57 1 (16,702)
0 1 400 90 (19,681) (341,439) 58 1 (16,702)
0 1 400 90 (19,681) (341,439) 59 1 (16,702)
0 1 400 90 (19,681) (341,439) 60 1 (16,702)
0 1 400 90 (19,681) (341,439) 62 1 (16,702)
0 1 400 90 (19,681) (341,439) 63 1 (16,702)
0 1 400 90 (19,681) (341,439) 65 1 (16,702)
0 1 400 90 (19,681) (341,439) 66 1 (16,702)
0 1 400 90 (19,681) (341,439) 68 1 (16,702)
0 1 400 90 (19,681) (341,439) 69 1 (16,702)
0 1 400 90 (19,681) (341,439) 70 1 (16,702)
0 1 400 90 (19,681) (341,439) 71 1 (16,702)
0 1 400 90 (19,681) (341,439) 73 1 (16,702)
0 1 400 90 (19,681) (341,439) 74 1 (16,702)
0 1 400 90 (19,681) (341,439) 76 1 (16,702)
0 1 400 90 (19,681) (341,439) 77 1 (16,702)
0 1 400 90 (19,681) (341,439) 78 1 (16,702)
0 1 400 90 (19,681) (341,439) 79 1 (16,702)
0 1 400 90 (19,681) (341,439) 81 1 (16,702)
0 1 400 90 (19,681) (341,439) 82 1 (16,702)
0 1 400 90 (19,681) (341,439) 84 1 (17,701)
0 1 400 90 (19,681) (341,439) 87 1 (17,701)
0 1 400 90 (19,681) (341,439) 88 1 (17,701)
0 1 400 90 (19,681) (341,439) 89 1 (17,701)
0 1 400 90 (19,681) (341,439) 90 1 (17,701)
0 1 400 90 (19,681) (341,439) 92 1 (24,694)
0 1 400 90 (19,681) (341,439) 95 1 (24,694)
0 1 400 90 (19,681) (341,439) 96 1 (24,694)
0 1 400 90 (19,681) (341,439) 98 1 (24,694)
0 1 400 90 (19,681) (341,439) 99 1 (32,684)
0 1 400 90 (19,681) (341,439) 100 1 (32,684)
0 1 400 90 (19,681) (341,439) 102 1 (32,684)
0 1 400 90 (19,681) (341,439) 104 1 (32,684)
0 1 400 90 (19,681) (341,439) 105 1 (32,684)
0 1 400 90 (19,681) (341,439) 106 1 (32,684)
0 1 400 90 (19,681) (341,439) 107 1 (53,660)
0 1 400 90 (19,681) (341,439) 108 1 (53,660)
0 1 400 90 (19,681) (341,439) 110 1 (53,660)
0 1 400 90 (19,681) (341,439) 111 1 (53,660)
0 1 400 90 (19,681) (341,439) 112 1 (53,660)
0 1 400 90 (19,681) (341,439) 114 1 (53,660)
0 1 400 90 (19,681) (341,439) 115 1 (72,633)
0 1 400 90 (19,681) (341,439) 116 1 (72,633)
0 1 400 90 (19,681) (341,439) 118 1 (72,633)
0 1 400 90 (19,681) (341,439) 120 1 (72,633)
0 1 400 90 (19,681) (341,439) 121 1 (72,633)
0 1 400 90 (19,681) (341,439) 122 1 (72,633)
0 1 400 90 (19,681) (341,439) 123 1 (95,602)
0 1 400 90 (19,681) (341,439) 126 1 (95,602)
0 1 400 90 (19,681) (341,439) 128 1 (95,602)
0 1 400 90 (19,681) (341,439) 129 1 (95,602)
0 1 400 90 (19,681) (341,439) 130 1 (110,584)
0 1 400 90 (19,681) (341,439) 131 1 (110,584)
0 1 400 90 (19,681) (341,439) 134 1 (110,584)
0 1 400 90 (19,681) (341,439) 135 1 (110,584)
0 1 400 90 (19,681) (341,439) 136 1 (110,584)
0 1 400 90 (19,681) (341,439) 137 1 (110,584)
0 1 400 90 (19,681) (341,439) 138 1 (137,550)
0 1 400 90 (19,681) (341,439) 140 1 (137,550)
0 1 400 90 (19,681) (341,439) 142 1 (137,550)
0 1 400 90 (19,681) (341,439) 143 1 (137,550)
0 1 400 90 (19,681) (341,439) 145 1 (137,550)
0 1 400 90 (19,681) (341,439) 146 1 (161,522)
0 1 400 90 (19,681) (341,439) 147 1 (161,522)
0 1 400 90 (19,681) (341,439) 150 1 (161,522)
0 1 400 90 (19,681) (341,439) 152 1 (161,522)
0 1 400 90 (19,681) (341,439) 153 1 (161,522)
0 1 400 90 (19,681) (341,439) 155 1 (172,511)
0 1 400 90 (19,681) (341,439) 157 1 (172,511)
0 1 400 90 (19,681) (341,439) 158 1 (172,511)
0 1 400 90 (19,681) (341,439) 159 1 (172,511)
0 1 400 90 (19,681) (341,439) 161 1 (172,511)
0 1 400 90 (19,681) (341,439) 162 1 (192,489)
0 1 400 90 (19,681) (341,439) 165 1 (192,489)
0 1 400 90 (19,681) (341,439) 167 1 (192,489)
0 1 400 90 (19,681) (341,439) 168 1 (192,489)
0 1 400 90 (19,681) (341,439) 169 1 (211,472)
0 1 400 90 (19,681) (341,439) 170 1 (211,472)
0 1 400 90 (19,681) (341,439) 171 1 (211,472)
0 1 400 90 (19,681) (341,439) 173 1 (211,472)
0 1 400 90 (19,681) (341,439) 175 1 (211,472)
0 1 400 90 (19,681) (341,439) 176 1 (211,472)
0 1 400 90 (19,681) (341,439) 177 1 (226,458)
0 1 400 90 (19,681) (341,439) 178 1 (226,458)
0 1 400 90 (19,681) (341,439) 182 1 (226,458)
0 1 400 90 (19,681) (341,439) 183 1 (226,458)
0 1 400 90 (19,681) (341,439) 185 1 (226,458)
0 1 400 90 (19,681) (341,439) 186 1 (237,448)
0 1 400 90 (19,681) (341,439) 189 1 (237,448)
0 1 400 90 (19,681) (341,439) 191 1 (237,448)
0 1 400 90 (19,681) (341,439) 192 1 (237,448)
0 1 400 90 (19,681) (341,439) 193 1 (237,448)
0 1 400 90 (19,681) (341,439) 194 1 (248,438)
0 1 400 90 (19,681) (341,439) 197 1 (248,438)
0 1 400 90 (19,681) (341,439) 198 1 (248,438)
0 1 400 90 (19,681) (341,439) 199 1 (248,438)
0 1 400 90 (19,681) (341,439) 200 1 (248,438)
0 1 400 90 (19,681) (341,439) 201 1 (258,432)
0 1 400 90 (19,681) (341,439) 202 1 (258,432)
0 1 400 90 (19,681) (341,439) 205 1 (258,432)
0 1 400 90 (19,681) (341,439) 207 1 (258,432)
0 1 400 90 (19,681) (341,439) 208 1 (258,432)
0 1 400 90 (19,681) (341,439) 209 1 (260,430)
0 1 400 90 (19,681) (341,439) 211 1 (260,430)
0 1 400 90 (19,681) (341,439) 213 1 (260,430)
0 1 400 90 (19,681) (341,439) 214 1 (260,430)
0 1 400 90 (19,681) (341,439) 215 1 (260,430)
0 1 400 90 (19,681) (341,439) 216 1 (260,430)
0 1 400 90 (19,681) (341,439) 217 1 (265,427)
0 1 400 90 (19,681) (341,439) 219 1 (265,427)
0 1 400 90 (19,681) (341,439) 221 1 (265,427)
0 1 400 90 (19,681) (341,439) 222 1 (265,427)
0 1 400 90 (19,681) (341,439) 223 1 (265,427)
0 1 400 90 (19,681) (341,439) 224 1 (265,427)
0 1 400 90 (19,681) (341,439) 225 1 (271,422)
0 1 400 90 (19,681) (341,439) 229 1 (271,422)
0 1 400 90 (19,681) (341,439) 230 1 (271,422)
0 1 400 90 (19,681) (341,439) 231 1 (271,422)
0 1 400 90 (19,681) (341,439) 232 1 (271,422)
0 1 400 90 (19,681) (341,439) 233 1 (275,421)
0 1 400 90 (19,681) (341,439) 234 1 (275,421)
0 1 400 90 (19,681) (341,439) 237 1 (275,421)
0 1 400 90 (19,681) (341,439) 238 1 (275,421)
0 1 400 90 (19,681) (341,439) 240 1 (275,421)
0 1 400 90 (19,681) (341,439) 241 1 (277,420)
0 1 400 90 (19,681) (341,439) 244 1 (277,420)
0 1 400 90 (19,681) (341,439) 245 1 (277,420)
0 1 400 90 (19,681) (341,439) 246 1 (277,420)
0 1 400 90 (19,681) (341,439) 248 1 (277,420)
0 1 400 90 (19,681) (341,439) 249 1 (279,420)
0 1 400 90 (19,681) (341,439) 252 1 (279,420)
0 1 400 90 (19,681) (341,439) 254 1 (279,420)
0 1 400 90 (19,681) (341,439) 255 1 (279,420)
0 1 400 90 (19,681) (341,439) 256 1 (279,420)
0 1 400 90 (19,681) (341,439) 257 1 (280,420)
0 1 400 90 (19,681) (341,439) 261 1 (280,420)
0 1 400 90 (19,681) (341,439) 262 1 (280,420)
0 1 400 90 (19,681) (341,439) 264 1 (280,420)
0 1 400 90 (19,681) (341,439) 265 1 (283,420)
0 1 400 90 (19,681) (341,439) 266 1 (283,420)
0 1 400 90 (19,681) (341,439) 268 1 (283,420)
0 1 400 90 (19,681) (341,439) 269 1 (283,420)
0 1 400 90 (19,681) (341,439) 270 1 (283,420)
0 1 400 90 (19,681) (341,439) 272 1 (283,420)
0 1 400 90 (19,681) (341,439) 273 1 (284,420)
0 1 400 90 (19,681) (341,439) 276 1 (284,420)
0 1 400 90 (19,681) (341,439) 278 1 (284,420)
0 1 400 90 (19,681) (341,439) 279 1 (284,420)
0 1 400 90 (19,681) (341,439) 280 1 (285,420)
0 1 400 90 (19,681) (341,439) 281 1 (285,420)
0 1 400 90 (19,681) (341,439) 284 1 (285,420)
0 1 400 90 (19,681) (341,439) 286 1 (285,420)
0 1 400 90 (19,681) (341,439) 287 1 (285,420)
0 1 400 90 (19,681) (341,439) 288 1 (285,420)
0 1 400 90 (19,681) (341,439) 289 1 (287,420)
0 1 400 90 (19,681) (341,439) 292 1 (287,420)
0 1 400 90 (19,681) (341,439) 293 1 (287,420)
0 1 400 90 (19,681) (341,439) 294 1 (287,420)
0 1 400 90 (19,681) (341,439) 295 1 (287,420)
0 1 400 90 (19,681) (341,439) 297 1 (287,421)
0 1 400 90 (19,681) (341,439) 300 1 (287,421)
0 1 400 90 (19,681) (341,439) 302 1 (287,421)
0 1 400 90 (19,681) (341,439) 303 1 (287,421)
0 1 400 90 (19,681) (341,439) 304 1 (287,421)
0 1 400 90 (19,681) (341,439) 305 1 (288,421)
0 1 400 90 (19,681) (341,439) 308 1 (288,421)
0 1 400 90 (19,681) (341,439) 309 1 (288,421)
0 1 400 90 (19,681) (341,439) 310 1 (288,421)
0 1 400 90 (19,681) (341,439) 311 1 (288,421)
0 1 400 90 (19,681) (341,439) 312 1 (289,422)
0 1 400 90 (19,681) (341,439) 316 1 (289,422)
0 1 400 90 (19,681) (341,439) 318 1 (289,422)
0 1 400 90 (19,681) (341,439) 319 1 (289,422)
0 1 400 90 (19,681) (341,439) 321 1 (289,423)
0 1 400 90 (19,681) (341,439) 324 1 (289,423)
0 1 400 90 (19,681) (341,439) 325 1 (289,423)
0 1 400 90 (19,681) (341,439) 327 1 (289,423)
0 1 400 90 (19,681) (341,439) 328 1 (290,424)
0 1 400 90 (19,681) (341,439) 331 1 (290,424)
0 1 400 90 (19,681) (341,439) 333 1 (290,424)
0 1 400 90 (19,681) (341,439) 334 1 (290,424)
0 1 400 90 (19,681) (341,439) 335 1 (290,424)
0 1 400 90 (19,681) (341,439) 336 1 (290,424)
0 1 400 90 (19,681) (341,439) 340 1 (290,424)
0 1 400 90 (19,681) (341,439) 341 1 (290,424)
0 1 400 90 (19,681) (341,439) 343 1 (290,424)
0 1 400 90 (19,681) (341,439) 344 1 (290,424)
0 1 400 90 (19,681) (341,439) 348 1 (290,424)
0 1 400 90 (19,681) (341,439) 349 1 (290,424)
0 1 400 90 (19,681) (341,439) 350 1 (290,424)
0 1 400 90 (19,681) (341,439) 351 1 (290,424)
0 1 400 90 (19,681) (341,439) 353 1 (291,425)
0 1 400 90 (19,681) (341,439) 355 1 (291,425)
0 1 400 90 (19,681) (341,439) 357 1 (291,425)
0 1 400 90 (19,681) (341,439) 360 1 (291,425)
0 1 400 90 (19,681) (341,439) 365 1 (291,425)
0 1 400 90 (19,681) (341,439) 367 1 (292,425)
0 1 400 90 (19,681) (341,439) 368 1 (292,425)
0 1 400 90 (19,681) (341,439) 373 1 (292,425)
0 1 400 90 (19,681) (341,439) 375 1 (292,426)
0 1 400 90 (19,681) (341,439) 376 1 (292,426)
0 1 400 90 (19,681) (341,439) 381 1 (292,426)
0 1 400 90 (19,681) (341,439) 383 1 (293,426)
0 1 400 90 (19,681) (341,439) 384 1 (293,426)
0 1 400 90 (19,681) (341,439) 389 1 (293,426)
0 1 400 90 (19,681) (341,439) 391 1 (294,426)
0 1 400 90 (19,681) (341,439) 394 1 (294,426)
0 1 400 90 (19,681) (341,439) 397 1 (294,426)
0 1 400 90 (19,681) (341,439) 398 1 (294,426)
0 1 400 90 (19,681) (341,439) 399 1 (294,426)
0 1 400 90 (19,681) (341,439) 400 1 (295,426)
0 1 400 90 (19,681) (341,439) 404 1 (295,426)
0 1 400 90 (19,681) (341,439) 405 1 (295,426)
0 1 400 90 (19,681) (341,439) 406 1 (295,426)
0 1 400 90 (19,681) (341,439) 407 1 (296,428)
0 1 400 90 (19,681) (341,439) 412 1 (296,428)
0 1 400 90 (19,681) (341,439) 413 1 (296,428)
0 1 400 90 (19,681) (341,439) 414 1 (296,428)
0 1 400 90 (19,681) (341,439) 415 1 (298,430)
0 1 400 90 (19,681) (341,439) 421 1 (298,430)
0 1 400 90 (19,681) (341,439) 422 1 (298,430)
0 1 400 90 (19,681) (341,439) 423 1 (300,432)
0 1 400 90 (19,681) (341,439) 427 1 (300,432)
0 1 400 90 (19,681) (341,439) 428 1 (300,432)
0 1 400 90 (19,681) (341,439) 430 1 (300,432)
0 1 400 90 (19,681) (341,439) 431 1 (303,436)
0 1 400 90 (19,681) (341,439) 434 1 (303,436)
0 1 400 90 (19,681) (341,439) 436 1 (303,436)
0 1 400 90 (19,681) (341,439) 437 1 (303,436)
0 1 400 90 (19,681) (341,439) 438 1 (303,436)
0 1 400 90 (19,681) (341,439) 439 1 (304,437)
0 1 400 90 (19,681) (341,439) 442 1 (304,437)
0 1 400 90 (19,681) (341,439) 444 1 (304,437)
0 1 400 90 (19,681) (341,439) 445 1 (304,437)
0 1 400 90 (19,681) (341,439) 447 1 (306,440)
0 1 400 90 (19,681) (341,439) 450 1 (306,440)
0 1 400 90 (19,681) (341,439) 452 1 (306,440)
0 1 400 90 (19,681) (341,439) 453 1 (306,440)
0 1 400 90 (19,681) (341,439) 454 1 (306,440)
0 1 400 90 (19,681) (341,439) 455 1 (310,442)
0 1 400 90 (19,681) (341,439) 458 1 (310,442)
0 1 400 90 (19,681) (341,439) 459 1 (310,442)
0 1 400 90 (19,681) (341,439) 460 1 (310,442)
0 1 400 90 (19,681) (341,439) 461 1 (310,442)
0 1 400 90 (19,681) (341,439) 462 1 (310,442)
0 1 400 90 (19,681) (341,439) 463 1 (312,445)
0 1 400 90 (19,681) (341,439) 466 1 (312,445)
0 1 400 90 (19,681) (341,439) 468 1 (312,445)
0 1 400 90 (19,681) (341,439) 469 1 (312,445)
0 1 400 90 (19,681) (341,439) 470 1 (312,445)
0 1 400 90 (19,681) (341,439) 471 1 (315,447)
