1 1 256 16 (19,681) (145,455) 2 1 (16,700)
1 1 256 16 (19,681) (145,455) 4 1 (16,700)
1 1 256 16 (19,681) (145,455) 5 1 (16,700)
1 1 256 16 (19,681) (145,455) 6 1 (16,700)
1 1 256 16 (19,681) (145,455) 8 1 (16,700)
1 1 256 16 (19,681) (145,455) 9 1 (16,700)
1 1 256 16 (19,681) (145,455) 11 1 (16,700)
1 1 256 16 (19,681) (145,455) 13 1 (16,700)
1 1 256 16 (19,681) (145,455) 14 1 (16,700)
1 1 256 16 (19,681) (145,455) 15 1 (16,700)
1 1 256 16 (19,681) (145,455) 16 1 (16,700)
1 1 256 16 (19,681) (145,455) 17 1 (16,700)
1 1 256 16 (19,681) (145,455) 18 1 (16,700)
1 1 256 16 (19,681) (145,455) 19 1 (16,700)
1 1 256 16 (19,681) (145,455) 21 1 (16,700)
1 1 256 16 (19,681) (145,455) 22 1 (16,700)
1 1 256 16 (19,681) (145,455) 24 1 (16,700)
1 1 256 16 (19,681) (145,455) 25 1 (16,700)
1 1 256 16 (19,681) (145,455) 27 1 (16,700)
1 1 256 16 (19,681) (145,455) 28 1 (16,700)
1 1 256 16 (19,681) (145,455) 29 1 (16,700)
1 1 256 16 (19,681) (145,455) 30 1 (16,700)
1 1 256 16 (19,681) (145,455) 32 1 (16,700)
1 1 256 16 (19,681) (145,455) 33 1 (16,700)
1 1 256 16 (19,681) (145,455) 34 1 (16,700)
1 1 256 16 (19,681) (145,455) 35 1 (16,700)
1 1 256 16 (19,681) (145,455) 37 1 (16,700)
1 1 256 16 (19,681) (145,455) 38 1 (16,700)
1 1 256 16 (19,681) (145,455) 40 1 (16,700)
1 1 256 16 (19,681) (145,455) 41 1 (16,700)
1 1 256 16 (19,681) (145,455) 42 1 (16,700)
1 1 256 16 (19,681) (145,455) 43 1 (16,700)
1 1 256 16 (19,681) (145,455) 45 1 (16,700)
1 1 256 16 (19,681) (145,455) 46 1 (16,700)
1 1 256 16 (19,681) (145,455) 48 1 (16,700)
1 1 256 16 (19,681) (145,455) 49 1 (16,700)
1 1 256 16 (19,681) (145,455) 50 1 (16,700)
1 1 256 16 (19,681) (145,455) 51 1 (16,700)
1 1 256 16 (19,681) (145,455) 53 1 (16,700)
1 1 256 16 (19,681) (145,455) 54 1 (16,700)
1 1 256 16 (19,681) (145,455) 55 1 (16,700)
1 1 256 16 (19,681) (145,455) 56 1 (16,700)
1 1 256 16 (19,681) (145,455) 58 1 (16,700)
1 1 256 16 (19,681) (145,455) 59 1 (16,700)
1 1 256 16 (19,681) (145,455) 61 1 (16,700)
1 1 256 16 (19,681) (145,455) 62 1 (16,700)
1 1 256 16 (19,681) (145,455) 64 1 (16,700)
1 1 256 16 (19,681) (145,455) 65 1 (16,700)
1 1 256 16 (19,681) (145,455) 66 1 (16,700)
1 1 256 16 (19,681) (145,455) 67 1 (16,700)
1 1 256 16 (19,681) (145,455) 68 1 (16,700)
1 1 256 16 (19,681) (145,455) 70 1 (16,700)
1 1 256 16 (19,681) (145,455) 71 1 (16,700)
1 1 256 16 (19,681) (145,455) 73 1 (16,700)
1 1 256 16 (19,681) (145,455) 74 1 (16,700)
1 1 256 16 (19,681) (145,455) 75 1 (16,700)
1 1 256 16 (19,681) (145,455) 77 1 (16,700)
1 1 256 16 (19,681) (145,455) 78 1 (16,700)
1 1 256 16 (19,681) (145,455) 79 1 (16,700)
1 1 256 16 (19,681) (145,455) 80 1 (16,700)
1 1 256 16 (19,681) (145,455) 81 1 (16,700)
1 1 256 16 (19,681) (145,455) 83 1 (16,700)
1 1 256 16 (19,681) (145,455) 84 1 (16,700)
1 1 256 16 (19,681) (145,455) 85 1 (16,700)
1 1 256 16 (19,681) (145,455) 87 1 (16,700)
1 1 256 16 (19,681) (145,455) 88 1 (16,700)
1 1 256 16 (19,681) (145,455) 90 1 (16,700)
1 1 256 16 (19,681) (145,455) 91 1 (16,700)
1 1 256 16 (19,681) (145,455) 92 1 (16,700)
1 1 256 16 (19,681) (145,455) 94 1 (16,700)
1 1 256 16 (19,681) (145,455) 95 1 (16,700)
1 1 256 16 (19,681) (145,455) 97 1 (16,700)
1 1 256 16 (19,681) (145,455) 98 1 (16,700)
1 1 256 16 (19,681) (145,455) 99 1 (16,700)
1 1 256 16 (19,681) (145,455) 100 1 (16,700)
1 1 256 16 (19,681) (145,455) 102 1 (16,700)
1 1 256 16 (19,681) (145,455) 104 1 (16,700)
1 1 256 16 (19,681) (145,455) 105 1 (16,700)
1 1 256 16 (19,681) (145,455) 107 1 (16,700)
1 1 256 16 (19,681) (145,455) 108 1 (16,700)
1 1 256 16 (19,681) (145,455) 109 1 (16,700)
1 1 256 16 (19,681) (145,455) 110 1 (16,700)
1 1 256 16 (19,681) (145,455) 112 1 (16,700)
1 1 256 16 (19,681) (145,455) 113 1 (16,700)
1 1 256 16 (19,681) (145,455) 114 1 (16,700)
1 1 256 16 (19,681) (145,455) 115 1 (16,700)
1 1 256 16 (19,681) (145,455) 117 1 (16,700)
1 1 256 16 (19,681) (145,455) 118 1 (16,700)
1 1 256 16 (19,681) (145,455) 119 1 (16,700)
1 1 256 16 (19,681) (145,455) 120 1 (16,700)
1 1 256 16 (19,681) (145,455) 122 1 (16,700)
1 1 256 16 (19,681) (145,455) 123 1 (16,700)
1 1 256 16 (19,681) (145,455) 124 1 (16,700)
1 1 256 16 (19,681) (145,455) 125 1 (16,700)
1 1 256 16 (19,681) (145,455) 127 1 (16,700)
1 1 256 16 (19,681) (145,455) 128 1 (16,700)
1 1 256 16 (19,681) (145,455) 129 1 (16,700)
1 1 256 16 (19,681) (145,455) 130 1 (16,700)
1 1 256 16 (19,681) (145,455) 132 1 (16,700)
1 1 256 16 (19,681) (145,455) 133 1 (16,700)
1 1 256 16 (19,681) (145,455) 134 1 (16,700)
1 1 256 16 (19,681) (145,455) 135 1 (16,700)
1 1 256 16 (19,681) (145,455) 137 1 (16,700)
1 1 256 16 (19,681) (145,455) 138 1 (16,700)
1 1 256 16 (19,681) (145,455) 139 1 (16,700)
1 1 256 16 (19,681) (145,455) 140 1 (16,700)
1 1 256 16 (19,681) (145,455) 142 1 (16,700)
1 1 256 16 (19,681) (145,455) 143 1 (16,700)
1 1 256 16 (19,681) (145,455) 144 1 (16,700)
1 1 256 16 (19,681) (145,455) 145 1 (16,700)
1 1 256 16 (19,681) (145,455) 147 1 (16,700)
1 1 256 16 (19,681) (145,455) 148 1 (16,700)
1 1 256 16 (19,681) (145,455) 149 1 (16,700)
